Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
8.75,0.27,1.09,-0.006,B9III,10.906818,0
5.65,11.99,0.77,1.052,K0III,16.044096,0
9.12,6.91,1.44,0.606,G3V,18.31739,1
9.89,3.78,1.08,0.499,F3V,17.777458,1
7.31,1.86,0.87,1.164,K0/K1III,13.657564,0
8.54,3.34,1.2,0.97,G6III,16.158733,0
6.55,4.11,0.89,1.389,K3III,14.619209,0
3.52,1.69,0.5,-0.067,B5Ib,9.659433,0
7.63,2.44,0.85,-0.118,B3Ve,14.56695,1
8.17,2.14,1.12,1.275,K2III,14.822069,0
8.15,15.37,1.07,0.725,G6V,19.08337,1
7.33,3.53,0.89,0.958,G8III,15.068873,0
6.75,3.83,0.61,-0.054,B9IV,14.665994,1
8.56,19.84,1.67,0.67,G3V,20.047709,1
9.04,18.55,0.87,0.69,G6V,20.38172,1
4.11,25.15,0.83,0.042,A0/A1V,16.11269,1
7.78,6.07,0.96,0.4,F2III/IV,16.695944,1
7.49,5.33,1.12,1.15,K1II-III,16.123636,0
7.54,4.48,0.93,0.204,A3V,15.79639,1
7.16,0.43,0.62,1.712,K3Ib,10.327342,0
9.72,9.02,1.98,0.579,G3V,19.496033,1
7.91,2.99,0.74,0.966,K0III,15.288356,0
9.1,9.15,0.86,0.68,G2V,18.907104,1
9.09,-1.38,1.4,1.118,K0III,14.789396,0
5.92,4.93,0.82,1.104,G8III,14.384234,0
7.89,5.8,1.07,0.008,A0V,16.70714,1
8.5,0.58,0.71,0.206,B9IV/V,12.31714,1
6.07,11.27,0.6,0.178,A7III,16.32962,0
9.07,3.37,1.51,0.792,F7V,16.708149,1
7.29,2.69,0.7,1.461,K5III,14.438762,0
8.66,4.4,1.01,0.348,F2III,16.877262,0
8.38,3.36,1.41,0.196,A6III,16.011696,0
6.69,9.67,0.6,0.009,B9Vne,16.617132,1
6.91,3.11,0.74,1.12,G8II,14.373802,0
7.81,2.7,0.91,0.686,F7/F8V,14.96682,1
10.0,5.68,3.12,0.512,F6/F7V,18.771742,1
8.8,1.64,0.8,1.597,M1III,14.87422,0
9.09,3.49,0.88,1.159,K1/K2III,16.804127,0
8.52,2.33,1.07,0.986,G5III,15.35678,0
8.94,14.46,1.25,0.816,K0V,19.74084,1
9.44,0.58,1.57,1.069,G8IV,13.257139,1
7.16,5.0,0.73,1.154,K2III,15.65485,0
10.0,0.58,1.8,1.124,K2V,13.81714,1
7.82,4.55,0.99,0.239,A2IV,16.110058,1
8.42,24.21,1.29,0.866,K2V,20.339973,1
7.86,6.57,0.86,0.362,A8/A9V+...,16.947828,1
7.7,27.88,0.68,0.79,K0V,19.926464,1
8.06,6.35,1.31,1.009,K0III,17.073868,0
8.26,7.87,0.76,0.334,F0V,17.739874,1
7.65,5.32,0.91,1.171,K1III,16.279558,0
9.12,7.53,0.8,0.773,G6V,18.503975,1
6.86,6.5,0.83,0.897,G8III-IV,15.924568,1
6.37,5.03,0.51,0.949,G6/G8III,14.87784,0
8.72,2.48,0.77,0.978,G8III,15.692259,0
7.38,7.64,1.0,0.121,A1/A2V,16.795467,1
7.47,2.42,0.71,-0.139,B6III,14.389076,0
8.91,-1.24,1.55,1.799,K4III:,14.377109,0
7.59,2.37,0.65,-0.046,B4IV,14.463741,1
8.04,4.27,0.99,1.285,K2/K3III,16.192139,0
8.27,1.26,1.08,1.271,K1III,13.7718525,0
7.51,3.4,0.62,1.071,G8III,15.167395,0
9.01,4.7,0.91,0.313,F0IV,17.370491,1
5.48,4.07,0.52,-0.175,B2V,13.527971,1
8.06,19.17,0.87,0.622,G2V,19.47311,1
9.17,9.69,1.49,0.708,G2V,19.10162,1
6.86,4.56,0.88,1.589,M4III,15.154825,0
9.3,0.31,3.26,1.2,G8III,11.756808,0
9.28,2.06,1.55,0.17,B2II,15.849336,0
9.33,4.79,1.5,0.709,G1V,17.731678,1
7.63,4.03,0.69,1.111,K0III,15.656526,0
5.92,2.92,0.81,-0.173,B2.5V,13.246914,1
8.37,2.0,1.08,0.999,K0III,14.875151,0
8.96,5.89,1.34,0.503,F5V,17.810577,1
8.38,1.73,0.87,1.532,K2III,14.5702305,0
6.6,3.15,0.9,1.707,M2III,14.091553,0
9.25,1.86,2.14,0.495,B1/B2II/III,15.597565,0
7.13,2.95,0.63,0.958,G4III,14.479111,0
7.8,0.07,0.75,1.606,K5III,7.0254903,0
9.24,6.93,1.31,0.407,F2V,18.443666,1
7.42,2.24,0.65,-0.075,B8V,14.17124,1
10.15,8.38,1.75,0.628,G6V:,19.76622,1
6.82,2.99,0.96,1.47,M4III,14.198357,0
6.34,8.5,0.79,1.044,G9III,15.987095,0
8.0,1.66,0.6,0.088,B9IV,14.10054,1
8.76,2.65,0.98,0.903,G8III,15.87623,0
7.15,5.27,1.07,0.28,A3V,15.759052,1
7.66,7.52,1.75,0.988,K1III-IV,17.041088,1
5.68,10.3,0.58,1.051,K1III,15.744186,0
8.8,0.43,1.57,0.786,G9IV+...,11.967342,1
4.2,6.49,0.7,0.718,F7/F8II,13.261223,0
5.78,18.61,0.49,0.359,F0/F2III,17.128733,0
8.06,23.24,1.05,0.721,G6V,19.891182,1
8.27,3.11,1.05,0.275,A6V,15.733803,1
8.48,2.57,0.78,1.208,K3IIICN...,15.529665,0
7.88,7.77,0.81,1.06,K0III,17.332106,0
6.57,-0.93,0.82,0.464,B3Ia,11.412415,0
4.12,19.08,0.77,0.967,G8III,15.522892,0
8.38,5.71,1.49,0.427,F5IV/V,17.163181,1
7.94,2.34,1.14,1.442,K3III,14.786079,0
5.13,7.2,0.68,1.581,M1/M2III,14.416662,0
8.34,2.19,0.82,1.046,G8III,15.042221,0
8.25,4.3,0.77,0.015,A1/A2V,16.417343,1
7.76,0.5,0.78,0.117,B1.5II,11.25485,0
7.78,3.03,1.1,1.497,M3:III,15.187214,0
9.0,7.26,1.38,0.569,F3V,18.304684,1
9.06,11.76,1.09,0.586,G2V,19.412037,1
5.5,6.39,0.66,1.487,K5III,14.527504,0
8.41,0.81,1.08,-0.011,B9V,12.952425,1
7.72,7.77,0.55,0.351,F0/F2III,17.172106,0
8.02,17.12,1.0,0.667,G1III,19.18752,0
9.29,14.79,1.15,0.792,K0V,20.13984,1
5.58,26.97,1.32,0.341,F0IV...,17.734406,1
8.18,3.85,0.9,1.036,K0III,16.107304,0
5.39,57.38,0.71,0.612,G2V,19.183802,1
8.93,12.67,1.26,0.547,G3V,19.443882,1
7.73,1.35,0.75,-0.088,B2Ve,13.381669,1
9.34,6.72,0.99,0.471,F3V,18.476847,1
7.44,1.54,0.96,1.518,K2III,13.377604,0
6.86,4.69,0.9,0.946,G9II-III,15.215864,0
9.01,2.93,1.29,0.101,A2V,16.344337,1
8.21,12.47,1.23,0.505,F6V,18.689331,1
9.39,11.86,0.86,0.592,G3V,19.760426,1
9.91,3.97,1.54,0.737,G8V:,17.903954,1
6.11,9.05,0.5,0.96,G5V,15.893244,1
6.05,12.13,0.98,0.179,A3III,16.469303,0
7.92,4.45,0.66,1.208,K3IIICN...,16.1618,0
7.33,9.71,0.99,0.686,G2/G3IV/V,17.266096,1
8.39,4.95,1.33,0.574,F8V,16.863026,1
8.4,5.4,1.09,1.278,K1IIICN...,17.061968,0
7.49,5.64,0.88,1.087,K1III,16.246395,0
8.97,5.29,2.16,0.41,F2IV/V,17.587278,1
8.75,6.82,1.12,0.851,G8V,17.918922,1
7.4,5.82,0.8,1.182,K2III,16.224615,0
8.98,1.34,1.17,1.052,G8III,14.615523,0
6.44,6.3,2.07,1.071,K0III,15.436703,0
9.45,9.41,1.42,0.546,G0V,19.317947,1
9.01,2.33,0.88,0.102,A1V,15.84678,1
6.7,4.31,0.82,0.028,A2V,14.872386,1
9.55,2.86,1.0,0.501,F0V,16.831831,1
7.07,-1.91,0.81,0.16,B1.5Ia,13.475167,0
7.84,1.93,0.62,-0.028,B8IV/V,14.267786,1
7.03,6.06,0.78,0.116,A4V,15.942364,1
2.65,23.34,0.8,0.893,G5II,14.490505,0
8.21,1.7,0.96,1.268,K2III,14.362245,0
8.83,3.57,1.33,1.132,K0III,16.593342,0
5.25,17.86,0.75,0.336,F2III,16.509407,0
8.08,7.85,1.21,0.411,F4III,17.554348,0
7.95,1.52,0.87,-0.088,B4II/III,13.859218,0
8.7,4.63,0.82,0.877,G8IV,17.027905,1
8.72,1.98,1.2,1.148,K2IIICN...,15.203326,0
9.1,4.27,1.35,1.062,G8IV,17.25214,1
7.16,2.06,1.2,1.504,M4.5III:,13.729336,0
7.92,10.53,1.88,0.8,F7V,18.032143,1
8.16,4.04,0.65,0.33,A6V,16.191906,1
7.72,3.36,0.67,1.149,K0III,15.351696,0
5.76,7.76,0.69,-0.11,B7IIIp...,15.20931,0
9.38,1.58,1.24,0.019,B9IV,15.373285,1
9.1,2.7,2.08,1.013,G6/G8IV,16.25682,1
9.95,48.78,1.62,1.385,M0.5V:,23.391209,1
7.68,3.95,1.09,0.281,A9IV,15.662985,1
6.64,2.5,0.82,1.551,M1/M2III,13.6297,0
6.47,8.28,1.13,1.029,G9III,16.06015,0
8.29,2.63,0.93,1.04,K0III,15.389778,0
8.39,1.66,1.33,0.355,B8III,14.4905405,0
6.27,5.63,0.86,0.953,G8II-III,15.022543,0
8.31,4.9,0.93,0.251,A2V,16.76098,1
8.14,2.98,0.75,0.008,A0III/IV,15.511082,1
7.71,1.99,1.09,1.171,G8III/IVw,14.204266,1
8.12,9.45,1.3,0.455,F5V,17.997158,1
8.45,2.08,0.73,-0.05,B9III,15.040316,0
7.76,-1.34,1.73,0.99,G8III,13.395524,0
9.04,8.25,1.29,0.49,F5V,18.622269,1
7.2,4.69,0.91,0.986,K0III,15.555864,0
8.51,10.76,1.08,0.463,F6V,18.669062,1
8.42,4.14,1.05,1.005,G8III,16.505001,0
7.9,8.43,0.74,0.174,A3V,17.529137,1
9.11,43.13,1.32,1.118,K4V,22.283897,1
6.09,12.12,1.11,0.186,A6V,16.507515,1
8.04,1.99,1.31,2.267,M1III,14.5342655,0
8.16,1.58,1.1,1.814,K2/K3III,14.153285,0
7.8,28.63,6.41,0.67,G3V,20.084106,1
8.49,0.97,0.85,1.522,K2/K3III,13.423859,0
8.42,1.16,1.22,1.292,K0III,13.7422905,0
10.21,11.48,2.79,0.975,K3V,20.509708,1
8.02,1.47,0.92,0.011,B3V,13.856587,1
6.48,12.99,1.09,0.941,K0III,17.048046,0
7.16,9.6,0.7,0.143,A4V,17.071356,1
8.09,4.52,0.96,0.085,A1/A2V,16.365692,1
7.63,7.79,1.18,0.962,K0III,17.087688,0
9.1,7.1,1.19,0.918,K1III,18.356293,0
9.06,2.09,1.34,1.419,K1/K2III,15.660732,0
6.88,4.31,0.85,1.55,M2III,15.052386,0
8.97,0.9,1.68,1.255,G8II,13.741213,0
8.28,4.78,1.04,0.414,F6V,16.67714,1
3.32,27.09,1.48,1.169,K1/K2III,15.484044,0
7.33,1.28,0.86,1.431,K2III,12.86605,0
7.92,2.16,1.48,0.049,B9.5III,14.592269,0
9.16,5.9,1.18,1.143,K2III,18.01426,0
8.88,2.97,1.31,1.232,K1/K2III:,16.243782,0
8.18,4.05,1.02,0.95,G8/K0III,16.217276,0
4.19,18.39,0.74,1.52,M5III,15.512909,0
8.67,12.22,1.1,0.7,G5V,19.105356,1
7.88,7.25,1.15,0.262,F0V,17.18169,1
8.72,5.33,1.2,0.645,G0V,17.353638,1
7.04,7.5,0.84,1.06,K1III,16.415306,0
6.58,6.9,0.64,0.993,G5III:,15.774245,0
9.72,0.04,1.38,1.575,M2V,7.7303,1
8.67,10.45,0.84,0.651,G2V,18.765583,1
9.02,4.76,1.41,1.502,K1III:,17.408035,0
8.31,4.76,1.57,-0.4,A1V,16.698036,1
9.25,15.16,1.25,0.678,G3/G5IV/V,20.153496,1
8.04,1.95,1.07,1.452,K3III,14.490173,0
9.75,4.08,2.63,0.46,F3V,17.8033,1
8.0,7.19,0.69,0.3,A9/F0V,17.283646,1
7.83,3.09,0.95,-0.026,B8IV,15.279793,1
8.75,3.29,0.86,0.991,K0III,16.33598,0
4.22,3.63,0.56,1.575,M4IIvar,12.019533,0
7.91,6.44,0.87,0.955,K0III,16.95443,0
6.26,2.33,0.71,-0.081,B5II/III,13.09678,0
6.92,5.33,0.65,0.915,G6III,15.553637,0
8.21,7.6,1.1,0.591,F7IV,17.614067,1
8.3,2.0,1.22,1.655,M2III,14.805151,0
9.3,6.01,1.64,1.169,K1/K2III,18.194374,0
8.91,7.96,1.04,0.6,G3V,18.414566,1
9.24,-0.53,1.52,0.49,F2IV,12.861379,1
7.92,4.42,0.96,0.258,A0II/III,16.14711,0
7.79,2.48,0.95,0.96,G6/G8III,14.762259,0
7.78,1.57,0.79,0.04,B9IV,13.759499,1
4.98,21.17,0.77,0.937,G8III-IV...,16.608604,1
6.55,4.34,0.88,0.043,B9III,14.737449,0
6.27,0.43,0.74,1.901,K4Ib,9.437342,0
6.57,8.21,0.79,0.139,A4Vn,16.141716,1
10.15,13.18,4.11,0.907,G8IV,20.749577,1
8.53,3.41,0.76,0.22,A5V,16.193771,1
8.63,5.75,1.05,0.97,K0III,17.42834,0
5.93,9.09,0.64,0.036,A1V,15.722818,1
9.01,0.66,1.23,0.521,B9Ib,13.107719,0
7.09,4.37,1.68,0.632,G8III compSB,15.292408,0
6.69,14.42,0.56,0.954,K1III,17.484825,0
8.89,3.19,1.18,1.228,K1IIICN...,16.408955,0
7.85,8.8,1.05,0.575,G2IV,17.572412,1
8.53,4.36,1.1,0.29,A9V,16.727432,1
4.67,19.14,0.7,0.046,A0V,16.07971,1
9.24,2.36,1.23,0.983,G5/G6III/IV,16.104559,1
7.67,2.41,1.48,-0.02,B6V+...,14.580086,1
6.64,9.37,0.86,1.118,K2III,16.498697,0
8.91,3.21,1.35,0.37,F0V,16.442524,1
3.29,8.81,0.48,-0.074,B8III,13.014879,0
7.84,11.31,0.95,0.435,F2V,18.107313,1
8.7,1.68,1.2,1.591,K3/K4III:,14.826546,0
7.52,6.23,1.54,0.955,K0III,16.492441,0
8.86,2.7,1.18,1.526,K4III,16.016819,0
8.63,13.19,1.34,0.651,G1/G2V,19.231224,1
8.16,2.48,1.17,0.909,G8III,15.132257,0
8.93,0.86,1.09,1.4,K5V,13.602492,1
6.81,28.91,0.73,0.596,G3IV,19.11524,1
8.93,0.61,1.38,1.068,K0III,12.856649,0
8.09,2.16,0.76,0.031,A1V,14.762269,1
8.89,3.79,1.37,1.131,K1III,16.783195,0
8.06,-0.12,0.95,1.241,K2III,8.455907,0
8.84,-0.99,1.26,1.183,K2III,13.818176,0
5.02,6.35,0.78,1.445,K4III,14.033869,0
8.88,29.73,0.87,0.923,K2V,21.245975,1
10.08,9.53,1.74,0.633,G5V,19.975464,1
9.05,3.22,1.99,1.1,G8/K0III,16.58928,0
8.92,3.56,1.39,0.398,F2IV/V,16.67725,1
7.18,3.11,0.57,1.547,K3III,14.643803,0
8.06,4.27,0.92,1.057,K0III,16.21214,0
7.75,3.23,1.03,1.234,K0III,15.296013,0
6.38,43.98,0.72,0.592,G0V,19.596275,1
6.44,2.59,0.77,1.683,M0/M1III,13.506498,0
8.6,4.47,1.32,1.101,K0III,16.851538,0
7.85,4.5,1.06,0.175,B9IV,16.116062,1
8.45,1.67,1.17,1.625,M2III,14.563581,0
8.21,3.71,1.02,1.1,G9III-IV,16.05687,1
9.06,2.05,1.28,1.167,K2III,15.61877,0
9.87,-0.82,1.89,0.1,B8V,14.439069,1
8.31,7.54,0.98,0.481,F5V,17.696857,1
8.46,10.58,2.15,1.2,F8V,18.582428,1
7.89,7.93,0.7,0.3,A8/A9V,17.386366,1
5.98,24.21,0.74,0.52,F7V,17.899975,1
8.05,2.2,1.16,1.358,K3III,14.762114,0
6.42,2.01,0.77,-0.054,B8Vn,12.93598,1
8.4,5.11,0.99,0.23,A5V,16.942104,1
4.67,8.64,0.81,1.047,K0III...,14.352569,0
8.12,0.65,1.03,1.021,K5/M0III,12.1845665,0
8.99,3.35,1.04,1.076,K0II,16.615223,0
8.34,4.21,0.85,1.1,K0III,16.46141,0
7.95,4.83,0.97,0.918,G8III/IV,16.369736,1
7.77,3.44,0.9,1.215,K1III:,15.452791,0
7.37,4.04,0.91,0.091,A0V,15.401907,1
4.61,10.69,0.8,1.115,K1III,14.754889,0
6.3,6.33,0.68,1.228,K2III,15.307019,0
8.72,17.19,1.24,0.685,G5V,19.896378,1
8.09,3.68,2.1,0.094,A0IV/V,15.919239,1
8.52,1.4,0.76,0.01,B9.5IV,14.250641,1
8.49,7.54,1.09,0.6,G0V,17.876856,1
8.26,0.44,0.98,1.185,K1III,11.477263,0
9.1,2.24,0.85,1.673,K5/M0III:,15.85124,0
7.86,10.17,1.05,0.38,F0V,17.896605,1
8.56,3.22,0.82,1.379,K3IIICN...,16.09928,0
8.98,2.44,0.86,0.946,G5III,15.916949,0
8.24,5.8,1.19,0.237,F0Vn,17.05714,1
5.91,9.98,0.53,0.107,A4V,15.905652,1
10.37,36.44,1.8,1.33,M0V:,23.17789,1
4.29,8.68,0.47,0.038,A3Vn,13.982598,1
5.22,15.44,0.86,0.185,A3V,16.163237,1
7.52,7.66,0.81,0.4,F0III/IV,16.941143,1
8.19,5.0,1.11,0.947,K0IV,16.684849,1
5.89,-1.96,0.63,0.2,B5Ia,12.35128,0
8.81,1.51,0.79,1.045,G8III/IV,14.7048855,1
9.16,7.93,1.17,0.501,F0V,18.656364,1
9.28,7.67,1.63,0.513,F6/F7V,18.703976,1
9.59,11.14,1.49,0.565,G3V,19.824427,1
3.96,6.53,0.47,-0.18,B3IV,13.034566,1
7.06,5.05,0.79,1.315,K2/3IIICNII,15.576456,0
7.45,2.8,0.66,-0.14,B4IV,14.68579,1
7.28,0.44,0.75,0.637,A1Ia,10.497263,0
7.21,3.79,0.79,1.378,K4III,15.103196,0
7.54,6.73,1.04,0.095,A2V,16.680077,1
6.83,4.75,0.93,1.13,K0III,15.213469,0
5.12,7.34,0.76,1.122,G8III,14.448481,0
6.96,2.36,0.79,1.531,K4/K5III,13.82456,0
9.5,1.95,1.06,0.964,G6/G8V:,15.950173,1
8.86,1.16,0.78,1.664,M1III,14.182289,0
7.2,7.52,0.95,0.101,A1V,16.581089,1
8.39,9.4,0.68,0.369,F2IV/V,18.255638,1
7.23,12.35,0.88,0.593,G0III,17.688335,0
9.02,5.18,1.46,0.496,F3V,17.591648,1
8.86,1.26,1.65,0.522,F2V,14.361853,1
4.45,29.5,0.78,1.176,K3III,16.79911,0
8.77,14.22,0.76,0.581,G0V,19.5345,1
5.38,6.61,0.5,-0.069,B9V,14.481008,1
8.89,3.55,1.21,1.129,K0III,16.641142,0
8.29,2.4,1.01,1.23,K1III,15.191056,0
9.87,6.12,1.81,0.383,G3V,18.803757,1
8.55,1.25,1.04,1.515,K1/K2Vp...,14.03455,1
7.28,6.41,0.55,1.28,K3IIICN...,16.314291,0
6.37,2.36,0.81,-0.048,B9IIIn,13.23456,0
8.45,2.39,1.22,0.983,G8III,15.3419895,0
6.49,5.87,0.94,1.507,K4III,15.333191,0
8.98,0.66,1.35,1.311,K2III,13.077719,0
7.17,15.23,0.91,0.518,F7/F8V,18.0835,1
8.21,3.29,1.14,1.023,K0III,15.7959795,0
9.35,23.45,1.67,1.008,K2/K3III:,21.200714,0
7.14,1.79,0.89,1.595,K3III,13.404264,0
5.19,13.64,0.5,0.013,A0V,15.864071,1
6.69,3.01,0.65,1.349,K3III,14.082832,0
7.6,8.42,0.6,0.276,A7V,17.22656,1
6.94,4.97,0.94,0.912,G8IIICN...,15.421782,0
9.19,9.35,2.89,0.568,G3V,19.044058,1
7.37,0.77,1.24,1.582,M1III,11.802454,0
8.37,2.09,0.93,1.099,G8III,14.970732,0
8.76,-0.69,1.36,1.571,K3III,12.954246,0
7.41,2.28,0.85,0.998,G8III,14.199675,0
8.68,3.38,1.37,1.752,K5/M0III:,16.324585,0
8.84,7.1,1.35,0.633,G0V,18.09629,1
7.85,7.53,0.6,0.443,F3/F5V,17.233974,1
6.35,7.46,0.64,-0.002,A0V,15.713694,1
1.25,9.25,0.61,-0.238,B0.5III,11.0807085,0
6.92,2.61,0.78,1.363,K2III,14.003202,0
8.67,0.81,1.27,1.509,K2III,13.212425,0
9.03,8.56,1.53,0.448,F3V,18.692368,1
7.51,2.76,0.88,1.179,K1III,14.714546,0
1.85,32.39,0.74,-0.099,B3V SB,14.402054,1
7.8,7.31,0.63,0.278,A8V,17.119587,1
6.31,11.99,0.82,0.968,G9III:,16.704096,0
7.7,0.31,2.19,-0.087,O9V,10.156808,1
7.69,3.82,1.02,0.17,A3IV/V,15.600317,1
6.62,2.35,1.28,0.117,B9III,13.47534,0
7.41,5.11,0.9,1.075,G6III,15.952105,0
8.24,2.65,1.68,1.137,K1III,15.35623,0
9.32,18.4,3.62,0.64,G8V,20.644089,1
5.09,17.07,0.69,0.022,A1V,16.251167,1
8.86,7.74,1.46,0.642,G2V,18.303703,1
6.64,2.51,0.7,1.552,M4III:,13.638369,0
8.49,5.82,1.04,0.899,G8III,17.314613,0
7.23,4.82,0.79,0.85,K1III,15.645235,0
8.17,3.88,1.01,0.13,B9.5V,16.114159,1
8.91,8.71,1.19,0.457,F3IV/V,18.61009,1
6.38,31.18,0.69,0.484,F6V,18.84938,1
8.5,3.09,0.76,1.199,K1III,15.949793,0
8.54,3.13,1.17,1.42,K1III,16.017721,0
5.73,113.33,0.89,0.878,K3V,21.001724,1
6.63,13.21,0.82,0.32,A5Ib,17.234514,0
6.91,-1.82,1.53,0.187,B3Ib:,13.210357,0
6.77,17.77,0.87,0.409,F6V,18.018436,1
7.66,3.52,0.99,1.064,K0III,15.392714,0
8.64,14.9,1.34,0.707,G5V,19.505932,1
9.06,5.36,1.28,0.398,F2V,17.705826,1
5.72,10.63,0.87,1.298,K3II,15.852665,0
6.48,13.68,0.81,0.391,F3V,17.160429,1
7.12,1.32,0.82,1.427,K2/K3III,12.72287,0
6.77,5.02,0.78,1.036,K0III,15.2735195,0
9.95,-1.71,1.98,0.39,A8III,16.11498,0
8.21,1.64,1.28,0.002,B5III,14.28422,0
5.5,12.2,0.76,-0.069,B9IV,15.9318,1
9.79,10.04,1.04,0.533,F7V,19.798668,1
8.46,1.66,1.07,1.427,K2III,14.56054,0
8.81,-0.32,1.45,1.58,M2/M3III,11.335751,0
8.64,2.38,0.9,0.046,A1V,15.522885,1
8.85,1.02,1.29,1.613,K2III,13.893002,0
5.87,10.17,0.5,1.016,G9III,15.906604,0
6.75,7.04,0.95,0.998,G8III,15.987864,0
8.12,7.78,2.03,0.473,F6V,17.574898,1
7.78,8.26,0.98,0.227,A3III/IV,17.3649,1
8.76,13.44,1.16,0.584,G0V,19.401997,1
6.71,0.05,0.82,0.694,F5Ia,5.2048497,0
7.31,3.86,0.99,1.042,K0III,15.242937,0
8.46,1.57,1.09,1.472,K2/K3III,14.439499,0
9.56,4.72,1.06,0.422,F3V,17.92971,1
9.27,0.1,1.01,0.117,B9.5III/IV,9.27,1
7.0,3.97,0.53,-0.067,B9V,14.993953,1
9.22,2.54,0.83,1.093,K0/K1III,16.24417,0
10.44,6.8,1.91,0.614,G0V,19.602543,1
9.21,8.78,1.28,0.599,G0V,18.927473,1
7.64,3.42,0.87,1.473,K5III,15.310131,0
9.12,1.37,1.12,1.208,K2III,14.803602,0
9.67,4.54,1.32,0.43,F2V,17.95528,1
8.73,5.0,1.2,0.125,A0V,17.22485,1
7.77,4.1,1.06,-0.058,B8/B9V,15.83392,1
7.57,1.83,0.81,1.533,K4/K5III,13.882256,0
9.09,2.82,1.15,0.45,F3V,16.341246,1
9.55,7.78,1.82,0.569,F7V,19.004898,1
8.55,2.69,1.19,1.491,K4III,15.698762,0
8.61,13.16,1.81,0.7,G2/G3V,19.20628,1
8.48,3.09,2.35,0.048,B9IV,15.929792,1
7.89,9.38,1.45,0.423,F5V,17.751013,1
6.5,15.94,0.75,0.3,F0IV,17.512442,1
4.13,6.49,1.06,-0.115,B6III,13.191223,0
8.65,-0.02,1.1,0.016,B3II/III,5.15515,0
9.07,5.96,1.45,0.916,G8/K0III/IV,17.946232,1
6.44,8.38,1.03,1.039,K1III,16.056221,0
7.7,-0.31,0.91,0.741,B8Ib,10.156808,0
8.63,2.69,1.41,1.073,G8III,15.778762,0
5.17,19.07,0.79,0.532,F7V,16.571754,1
9.9,7.89,1.48,0.695,G6/G8IV/V,19.385386,1
8.99,3.72,2.98,0.586,F5V,16.842714,1
8.74,3.5,1.2,1.059,K0III,16.46034,0
8.04,1.67,1.17,0.41,A2III,14.153582,0
8.59,6.08,1.04,0.223,A7V,17.509518,1
6.65,3.78,0.84,1.523,K4/K5III,14.537458,0
8.95,1.93,2.11,0.774,G8:III+...,15.377787,0
7.36,3.27,0.65,0.004,B9III/IV,14.932739,1
8.98,3.27,1.38,1.221,K0III,16.552738,0
11.82,10.33,4.37,1.305,K7V:,21.890501,1
8.0,5.31,1.75,1.265,G8III,16.625473,0
5.67,18.98,0.71,0.603,F8V,17.061481,1
8.86,3.66,1.21,0.606,F6V,16.677406,1
6.58,3.84,0.75,0.021,B9V,14.501657,1
9.16,2.18,1.31,1.124,K1/K2IIICN.,15.852283,0
7.11,11.55,0.87,0.496,F5/F6IV,17.42291,1
5.79,9.27,0.78,1.025,K0III,15.625399,0
8.22,3.92,1.14,0.968,G8III,16.18643,0
9.64,1.23,1.24,0.57,B1Ib,15.089526,0
5.61,7.26,0.76,0.929,G8III,14.914684,0
8.49,4.6,1.07,0.696,F8IV/V,16.80379,1
8.11,4.07,1.01,0.4,F0III,16.15797,0
9.15,10.48,0.95,0.625,G5V,19.251806,1
8.93,2.13,2.41,0.9,G6/G8III,15.571898,0
8.02,4.27,1.16,1.51,K3III,16.17214,0
9.84,8.25,3.46,0.522,G0V,19.42227,1
9.0,2.18,1.1,0.263,A8IV/V,15.692283,1
7.3,5.63,1.14,1.16,K2III,16.052544,0
8.82,1.45,1.3,0.984,G6II/III,14.62684,0
7.65,1.92,0.96,0.551,F0II,14.066506,0
8.22,3.62,1.18,0.968,G8III,16.013542,0
7.24,7.69,1.04,1.185,K0III,16.669632,0
7.87,5.12,0.63,0.05,A1IV,16.416351,1
8.52,3.24,1.18,1.061,K0III,16.072725,0
7.36,3.81,0.56,-0.115,B8V,15.264626,1
6.81,3.52,0.56,-0.034,B9IV/V,14.542713,1
9.55,2.86,3.06,0.242,A3V comp SB,16.831831,1
8.72,27.02,1.18,0.91,K1V,20.878428,1
9.16,12.19,1.36,0.757,G3/G5III/IV,19.59002,1
8.28,8.71,1.24,0.588,G2V,17.980091,1
9.08,6.53,1.26,0.315,A9IV/V,18.154566,1
7.16,0.14,0.99,0.305,B1III:,7.8906403,0
8.86,1.48,1.22,1.011,K0III,14.7113085,0
5.33,14.1,0.51,1.066,K2III,16.076096,0
5.46,12.85,1.35,1.12,K1/K2III,16.004517,0
7.91,7.92,0.65,0.178,A4V,17.403625,1
6.67,8.87,0.66,1.125,K1III,16.409618,0
8.34,1.16,1.06,1.142,K1IIICN...,13.662291,0
7.95,6.89,0.63,0.323,F2/F3III,17.141094,0
7.36,3.93,0.97,1.042,K0III,15.331963,0
6.77,8.18,1.07,-0.008,B8/B9III,16.333767,0
7.27,3.33,0.74,0.021,B9III,14.882221,0
6.31,4.13,0.6,1.526,M5III,14.38975,0
8.73,1.75,0.71,-0.014,B9V,14.94519,1
9.65,5.94,1.12,0.475,F6/F7IV,18.518932,1
10.07,8.13,1.89,0.574,G2/G3V,19.620453,1
7.98,4.53,1.24,0.47,F2/F3V,16.26049,1
8.94,3.09,1.35,0.859,G6III,16.389793,0
8.9,11.1,0.81,0.562,F8V,19.126614,1
7.72,7.48,0.59,0.094,A2V,17.089508,1
